term,freq,weight
pitre05,1,1.0
pitt,74,5.304065093204169
pittarelli,13,3.5649493574615367
pittcopyright,3,2.0986122886681096
pittenger,1,1.0
pitting,1,1.0
pittman,4,2.386294361119891
pittsburg,1,1.0
pittsburgh,27,4.295836866004329
pittsburghand,1,1.0
pity,2,1.6931471805599454
pivot,3,2.0986122886681096
pivotal,7,2.9459101490553135
piwetz,7,2.9459101490553135
pix,1,1.0
pixar,5,2.6094379124341005
piyush,2,1.6931471805599454
pizza,8,3.0794415416798357
pizzablackouts,1,1.0
pizzahut,1,1.0
pizzolato,3,2.0986122886681096
pj,3,2.0986122886681096
pjadell,1,1.0
pjanet,1,1.0
pjean,1,1.0
pjehle,1,1.0
pjellison,1,1.0
pjm,319,6.765191102784844
pjmcur,1,1.0
pjmenergy,1,1.0
pjminterconnection,1,1.0
pjmmarket,1,1.0
pjmmembers,1,1.0
pjmplease,1,1.0
pjmrestructuring,1,1.0
pjmsettlements,1,1.0
pjmtraders,1,1.0
pjmusa,3,2.0986122886681096
pjorion,2,1.6931471805599454
pjpowerlaw,1,1.0
pk,1,1.0
pkemper,1,1.0
pkftexas,1,1.0
pkgs,66,5.189654742026425
pko,1,1.0
pkothis,1,1.0
pkrishan,1,1.0
pkrishn,2,1.6931471805599454
pks,1,1.0
pkwy,1,1.0
pl,35,4.555348061489413
pl936,1,1.0
placate,3,2.0986122886681096
place,1263,8.14124512235049
place2,1,1.0
placea,1,1.0
placeand,1,1.0
placebut,1,1.0
placecontact,2,1.6931471805599454
placed,309,6.733341276897745
placedagainst,3,2.0986122886681096
placedgovernment,1,1.0
placedin,1,1.0
placedon,1,1.0
placedthe,4,2.386294361119891
placedynegy,1,1.0
placeenron,1,1.0
placeevery,2,1.6931471805599454
placefor,1,1.0
placefunding,1,1.0
placegas,1,1.0
placeholder,3,2.0986122886681096
placein,1,1.0
placejim,1,1.0
placelondon,1,1.0
placelondonswlx,2,1.6931471805599454
placemaster,1,1.0
placement,37,4.610917912644224
placementcenter,1,1.0
placementmodel,1,1.0
placenominations,2,1.6931471805599454
placeonthe,1,1.0
placeor,1,1.0
placer,2,1.6931471805599454
placesinventories,1,1.0
placesto,3,2.0986122886681096
placestostay,3,2.0986122886681096
placethat,4,2.386294361119891
placethis,1,1.0
placethroughout,1,1.0
placeto,3,2.0986122886681096
placetrying,1,1.0
placette,1,1.0
placeware,4,2.386294361119891
placewednesday,1,1.0
placewhere,2,1.6931471805599454
placewherewe,2,1.6931471805599454
placewindmill,4,2.386294361119891
plachy,2,1.6931471805599454
placing,55,5.007333185232471
plackee,1,1.0
placket,1,1.0
plackett,3,2.0986122886681096
plaftorm,1,1.0
plague,3,2.0986122886681096
plagued,11,3.3978952727983707
plaguing,11,3.3978952727983707
plaguingan,1,1.0
plaid,3,2.0986122886681096
plain,75,5.31748811353631
plainsfrom,1,1.0
plainsresources,1,1.0
plainsubject,1,1.0
plaintiff,151,6.017279836814924
plan,2933,8.98378106897745
plan20,1,1.0
planaccordingly,1,1.0
planaddresses,3,2.0986122886681096
planadopt,1,1.0
planar,1,1.0
planas,2,1.6931471805599454
planbelow,1,1.0
planck,5,2.6094379124341005
planckgrade,4,2.386294361119891
planckteam,1,1.0
plandocument,1,1.0
plandue,2,1.6931471805599454
plane,76,5.330733340286331
planea,1,1.0
planeaimed,1,1.0
planeandy,1,1.0
planeauthor,1,1.0
planeif,1,1.0
planemax,1,1.0
planet,3,2.0986122886681096
planfaith,1,1.0
planfor,5,2.6094379124341005
planfyi,1,1.0
plangreetings,1,1.0
planharvey,3,2.0986122886681096
planhas,1,1.0
planhealthnet,2,1.6931471805599454
planhere,1,1.0
planif,2,1.6931471805599454
planimportance,1,1.0
planing,1,1.0
planiris,1,1.0
planjust,2,1.6931471805599454
plank,20,3.995732273553991
plankathleen,1,1.0
plankim,1,1.0
planksaid,1,1.0
planlouise,1,1.0
planlunch,2,1.6931471805599454
planmou,1,1.0
planned,351,6.860786223465865
planneddeparture,1,1.0
plannedfor,1,1.0
plannedlast,2,1.6931471805599454
plannedmaintenance,1,1.0
plannedmerger,2,1.6931471805599454
plannedto,5,2.6094379124341005
plannedturnaround,2,1.6931471805599454
plannedu,1,1.0
planner,12,3.4849066497880004
planning,556,7.320768294250582
planning281,2,1.6931471805599454
planning3,1,1.0
planning713,1,1.0
planningafter,2,1.6931471805599454
planningall,3,2.0986122886681096
planningalthough,1,1.0
planningand,2,1.6931471805599454
planningcheckpoint,2,1.6931471805599454
planningcommittee,1,1.0
planningdocument,1,1.0
planningfunction,1,1.0
planningin,1,1.0
planninglouise,1,1.0
planningmc,1,1.0
planningnotifies,1,1.0
planningpersonnel,1,1.0
planningprogress,1,1.0
planningravi,1,1.0
planningring,1,1.0
planningsession,1,1.0
planningship,1,1.0
planningsoftware,1,1.0
planningthanks,1,1.0
planningto,3,2.0986122886681096
planningwe,4,2.386294361119891
planningwith,3,2.0986122886681096
plano,7,2.9459101490553135
planoctober,1,1.0
planon,2,1.6931471805599454
planoption,1,1.0
planout,1,1.0
planow,1,1.0
planper,1,1.0
planplease,1,1.0
planprepared,1,1.0
planput,1,1.0
planq,2,1.6931471805599454
planre,2,1.6931471805599454
planrevenue,1,1.0
plans,28,4.332204510175204
plans1,1,1.0
plans2001,1,1.0
plansactions,1,1.0
plansallythank,1,1.0
plansand,3,2.0986122886681096
plansbloomberg,1,1.0
plansby,1,1.0
planscompany,1,1.0
plansdeveloped,1,1.0
plansdow,1,1.0
plansformed,1,1.0
planshas,1,1.0
plansin,1,1.0
plansinclude,1,1.0
plansmike,1,1.0
plansnow,1,1.0
plansoption,1,1.0
plansseating,1,1.0
plansshould,1,1.0
planstage,2,1.6931471805599454
plansthe,1,1.0
plansto,4,2.386294361119891
planstwo,3,2.0986122886681096
planstxu,1,1.0
plansuitable,1,1.0
plansunveiled,2,1.6931471805599454
plansvince,1,1.0
planswill,1,1.0
plansyou,1,1.0
plant,1712,8.445417556701688
plant3,2,1.6931471805599454
plant31,1,1.0
plant440,3,2.0986122886681096
plant78069,1,1.0
plant989736,2,1.6931471805599454
planta,1,1.0
plantammy,1,1.0
plantand,1,1.0
plantation,1,1.0
plantattached,1,1.0
plantbaseload,2,1.6931471805599454
plantbeverly,2,1.6931471805599454
plantbolivia,2,1.6931471805599454
plantbrandywine,1,1.0
plantbrazil,4,2.386294361119891
plantbut,1,1.0
plantcalpine,2,1.6931471805599454
plantconstruction,3,2.0986122886681096
plantdate,1,1.0
plantdevelopers,1,1.0
plantdispatch,2,1.6931471805599454
plante,6,2.791759469228055
plantebs,1,1.0
planted,5,2.6094379124341005
plantediane,1,1.0
plantefficiently,1,1.0
plantejennifer,3,2.0986122886681096
plantenron,1,1.0
plantfayefrom,1,1.0
plantfinancing,2,1.6931471805599454
plantfloor,4,2.386294361119891
plantfor,3,2.0986122886681096
plantfuelled,1,1.0
plantfyi,3,2.0986122886681096
plantgarden,1,1.0
plantgerald,1,1.0
planthat,1,1.0
planthe,1,1.0
plantin,3,2.0986122886681096
planting,1,1.0
plantinto,1,1.0
plantla,1,1.0
plantloads,1,1.0
plantmeeting,1,1.0
plantmidcon,1,1.0
plantmike,4,2.386294361119891
plantnow,1,1.0
planto,7,2.9459101490553135
plantof,1,1.0
planton,1,1.0
plantother,2,1.6931471805599454
plantpanda,1,1.0
plantper,1,1.0
plantplease,1,1.0
plantplus,1,1.0
plantquantity,1,1.0
plantrita,1,1.0
plants,1,1.0
plants3,1,1.0
plantsallegheny,1,1.0
plantsand,7,2.9459101490553135
plantsas,3,2.0986122886681096
plantsboth,2,1.6931471805599454
plantsbut,1,1.0
plantscome,1,1.0
plantsdidn,1,1.0
plantseds,1,1.0
plantsee,2,1.6931471805599454
plantsells,1,1.0
plantshould,2,1.6931471805599454
plantsin,1,1.0
plantsorovercoming,1,1.0
plantsoutside,1,1.0
plantsrob,2,1.6931471805599454
plantsshipment,1,1.0
plantswere,3,2.0986122886681096
plantswill,1,1.0
plantsyou,1,1.0
plantthe,2,1.6931471805599454
plantthrough,1,1.0
plantviability,1,1.0
plantwas,1,1.0
plantwell,2,1.6931471805599454
plantwhy,2,1.6931471805599454
plantwith,2,1.6931471805599454
plantypically,3,2.0986122886681096
planwe,2,1.6931471805599454
planwith,1,1.0
planwrench,1,1.0
plany,1,1.0
plaque,1,1.0
plasma,2,1.6931471805599454
plastic,32,4.465735902799727
plasticsstuart,2,1.6931471805599454
plata,33,4.49650756146648
platato,1,1.0
plate,22,4.091042453358316
plateau85,4,2.386294361119891
platelet,3,2.0986122886681096
platen,1,1.0
platform,326,6.786897381366708
platform2,2,1.6931471805599454
platform3,2,1.6931471805599454
platformanything,1,1.0
platformfor,1,1.0
platformsprice,1,1.0
platformthat,1,1.0
platformto,1,1.0
platformtools,1,1.0
platformutilizing,1,1.0
platformwill,1,1.0
platicar,1,1.0
platinum,5,2.6094379124341005
platinumlong,1,1.0
platnosc,1,1.0
platt,11,3.3978952727983707
platter,15,3.70805020110221
platts,16,3.772588722239781
plauche,26,4.258096538021482
plausible,2,1.6931471805599454
play,307,6.726847747587197
playa,2,1.6931471805599454
playas,1,1.0
playback,9,3.197224577336219
playbackauthor,1,1.0
playbackcera,3,2.0986122886681096
playbacktitle,2,1.6931471805599454
playboy,5,2.6094379124341005
playboyspokesperson,1,1.0
played,108,5.68213122712422
playedeach,1,1.0
playedon,1,1.0
player,316,6.755742213586912
playera,1,1.0
playerfriday,2,1.6931471805599454
playergolf,4,2.386294361119891
playerhouston,1,1.0
playerin,1,1.0
players1985,1,1.0
players1989,1,1.0
playersalong,3,2.0986122886681096
playersand,1,1.0
playersaturday,2,1.6931471805599454
playerscart,2,1.6931471805599454
playersfumbling,1,1.0
playersin,1,1.0
playersiv,1,1.0
playground,2,1.6931471805599454
playin,1,1.0
playing,86,5.454347296253507
playingphone,1,1.0
playoff,4,2.386294361119891
playstation,3,2.0986122886681096
playwould,1,1.0
plaza,39,4.663561646129646
plazacome,1,1.0
plazaconference,1,1.0
plazathursday,2,1.6931471805599454
plc,92,5.5217885770490405
plcand,1,1.0
plcapnng,1,1.0
plcaptw,3,2.0986122886681096
plcare,1,1.0
plcc,1,1.0
plcomparison,1,1.0
plcplease,1,1.0
plcsaid,2,1.6931471805599454
plcthe,1,1.0
ple,7,2.9459101490553135
plea,3,2.0986122886681096
pleaded,2,1.6931471805599454
pleading,11,3.3978952727983707
pleae,3,2.0986122886681096
pleas,3,2.0986122886681096
pleasant,21,4.044522437723423
pleasantevening,1,1.0
pleasantly,1,1.0
pleascontact,3,2.0986122886681096
please,11553,10.354700422483019
pleaseaddress,1,1.0
pleaseadvise,19,3.9444389791664403
pleasealso,4,2.386294361119891
pleaseapprise,1,1.0
pleaseas,1,1.0
pleaseassume,1,1.0
pleaseat,1,1.0
pleaseattached,1,1.0
pleasebegin,1,1.0
pleasecall,16,3.772588722239781
pleasecarefully,1,1.0
pleasechange,1,1.0
pleasecheck,4,2.386294361119891
pleasecheckyour,1,1.0
pleaseclick,7,2.9459101490553135
pleasecome,1,1.0
pleasecomplete,2,1.6931471805599454
pleaseconfidentially,1,1.0
pleaseconfirm,1,1.0
pleaseconsider,7,2.9459101490553135
pleaseconsult,1,1.0
pleasecontact,50,4.912023005428146
pleasecoordinate,1,1.0
pleasecopy,4,2.386294361119891
pleasecould,2,1.6931471805599454
pleasecreate,4,2.386294361119891
pleased,291,6.673323267171492
pleasediscontinue,1,1.0
pleasedisregard,1,1.0
pleasedo,6,2.791759469228055
pleasedon,1,1.0
pleasedwith,2,1.6931471805599454
pleasee,5,2.6094379124341005
pleaseeb,1,1.0
pleaseeliminates,1,1.0
pleaseemail,3,2.0986122886681096
pleaseensure,1,1.0
pleaseexamine,1,1.0
pleaseexplain,1,1.0
pleaseextend,2,1.6931471805599454
pleasefeel,11,3.3978952727983707
pleasefill,1,1.0
pleasefind,2,1.6931471805599454
pleasefindallan,1,1.0
pleasefollow,3,2.0986122886681096
pleaseforward,9,3.197224577336219
pleasefrom,1,1.0
pleasefurnish,2,1.6931471805599454
pleaseget,1,1.0
pleasegive,3,2.0986122886681096
pleasehang,1,1.0
pleasehave,2,1.6931471805599454
pleaseidentify,1,1.0
pleaseinclude,5,2.6094379124341005
pleaseincluded,3,2.0986122886681096
pleaseinform,2,1.6931471805599454
pleasejoin,8,3.0794415416798357
pleasekeep,6,2.791759469228055
pleaseknow,1,1.0
pleaselet,54,4.9889840465642745
pleaselook,2,1.6931471805599454
pleaselouise,1,1.0
pleasemake,3,2.0986122886681096
pleasemark,2,1.6931471805599454
pleasenote,9,3.197224577336219
pleasenotify,62,5.127134385045092
pleaseobtain,1,1.0
pleaseorder,4,2.386294361119891
pleasepage,1,1.0
pleasepass,4,2.386294361119891
pleasepath,1,1.0
pleaseplan,1,1.0
pleasepower,2,1.6931471805599454
pleaseprint,5,2.6094379124341005
pleasepropose,1,1.0
pleaseprovide,10,3.3025850929940455
pleasere,1,1.0
pleasereadwe,1,1.0
pleaserecommend,2,1.6931471805599454
pleaserefer,3,2.0986122886681096
pleasereference,1,1.0
pleasereferto,1,1.0
pleaseremember,10,3.3025850929940455
pleaseremove,3,2.0986122886681096
pleasereply,2,1.6931471805599454
pleaserespond,1,1.0
pleasereturn,2,1.6931471805599454
pleasereview,11,3.3978952727983707
pleasersvp,1,1.0
pleaseschedule,1,1.0
pleasesee,2,1.6931471805599454
pleaseselect,9,3.197224577336219
pleasesend,4,2.386294361119891
pleaseshare,1,1.0
pleasesubmit,2,1.6931471805599454
pleasesupply,1,1.0
pleasetake,2,1.6931471805599454
pleasethe,2,1.6931471805599454
pleasethis,1,1.0
pleasetreat,1,1.0
pleaseuse,2,1.6931471805599454
pleaseverify,1,1.0
pleasevisit,2,1.6931471805599454
pleasewelcome,1,1.0
pleasewrite,5,2.6094379124341005
pleasing,1,1.0
pleasure,110,5.700480365792416
pleasurehaving,1,1.0
pleasuretalking,1,1.0
pleasureto,3,2.0986122886681096
pledge,95,5.553876891600541
pledged,34,4.526360524616161
pledgeto,1,1.0
pledging,15,3.70805020110221
pledgingwe,2,1.6931471805599454
plemons,2,1.6931471805599454
plenary,5,2.6094379124341005
plentiful,6,2.791759469228055
plentl,2,1.6931471805599454
plenty,71,5.2626798770413155
plenum,1,1.0
pleo,5,2.6094379124341005
plese,3,2.0986122886681096
pleus,39,4.663561646129646
pleus04,1,1.0
pleusenron,2,1.6931471805599454
pleusoffice,1,1.0
plf,1,1.0
plg,8,3.0794415416798357
plight,12,3.4849066497880004
plightvince,1,1.0
plimpton,1,1.0
plitch,1,1.0
plitch11,1,1.0
pllu,15,3.70805020110221
plo,2,1.6931471805599454
plodder,1,1.0
ploitis,1,1.0
plol,1,1.0
plot,18,3.8903717578961645
plotnick,1,1.0
plotrowica,1,1.0
plotted,8,3.0794415416798357
plotter,1,1.0
plotting,1,1.0
plough,4,2.386294361119891
plove,1,1.0
plowing,2,1.6931471805599454
plr,7,2.9459101490553135
pls,110,5.700480365792416
plse,2,1.6931471805599454
plslet,3,2.0986122886681096
plsreview,1,1.0
plt,8,3.0794415416798357
pluck,3,2.0986122886681096
plucked,1,1.0
plug,48,4.871201010907891
plugged,12,3.4849066497880004
pluggedin,1,1.0
plugging,1,1.0
plumbed,1,1.0
plumbing,2,1.6931471805599454
plummet,37,4.610917912644224
plummeted,77,5.343805421853684
plummeting,26,4.258096538021482
plumped,1,1.0
plumtree,2,1.6931471805599454
plunge,112,5.718498871295094
plungeby,1,1.0
plunged,237,6.468060141135131
plungedthis,1,1.0
plungeenron,1,1.0
plungescopper,3,2.0986122886681096
plungethe,4,2.386294361119891
plunging,33,4.49650756146648
plungingenergy,1,1.0
plunk,1,1.0
plunkett,2,1.6931471805599454
plunkettresearch,3,2.0986122886681096
pluralism,1,1.0
plurality,1,1.0
plus,436,7.077642243349034
plus10,4,2.386294361119891
plusapproach,1,1.0
plusblackout,1,1.0
pluscorporate,1,1.0
plusincremental,1,1.0
plusone,1,1.0
plusretention,1,1.0
plustrans,1,1.0
pluswe,1,1.0
pluswhatever,3,2.0986122886681096
plusy,3,2.0986122886681096
pluto,30,4.401197381662156
plutoscott,1,1.0
plvinterchg,12,3.4849066497880004
plymouth,3,2.0986122886681096
pm,3100,9.039157390473237
pm01,8,3.0794415416798357
pm08,3,2.0986122886681096
pm10,4,2.386294361119891
pm11,3,2.0986122886681096
pm12,1,1.0
pm2,1,1.0
pm4,2,1.6931471805599454
pm46,1,1.0
pm5,2,1.6931471805599454
pm6,1,1.0
pm7,3,2.0986122886681096
pma,48,4.871201010907891
pmac,1,1.0
pmaconference,2,1.6931471805599454
pmall,1,1.0
pmamitava,1,1.0
pmand,3,2.0986122886681096
pmarb,1,1.0
pmarrives,3,2.0986122886681096
pmas,10,3.3025850929940455
pmasreg,1,1.0
pmassuming,2,1.6931471805599454
pmat,2,1.6931471805599454
pmattached,1,1.0
pmb,1,1.0
pmbonnie,1,1.0
pmbrenda,2,1.6931471805599454
pmbus,1,1.0
pmc,1,1.0
pmcalendar,2,1.6931471805599454
pmcall,1,1.0
pmcc,6,2.791759469228055
pmccrory,1,1.0
pmcentral,2,1.6931471805599454
pmcharla,2,1.6931471805599454
pmcheck,1,1.0
pmchris,1,1.0
pmclayton,2,1.6931471805599454
pmco,2,1.6931471805599454
pmcompany,1,1.0
pmcourse,1,1.0
pmcs,1,1.0
pmday,1,1.0
pmdetailed,2,1.6931471805599454
pmdinner,2,1.6931471805599454
pmdow,3,2.0986122886681096
pmdutch,2,1.6931471805599454
pmdynegy,1,1.0
pmeb,2,1.6931471805599454
pmedt,1,1.0
pmeggs,1,1.0
pmend,1,1.0
pmenron,1,1.0
pmest,1,1.0
pmexpires,1,1.0
pmfinish,2,1.6931471805599454
pmfor,1,1.0
pmford,1,1.0
pmfriday,1,1.0
pmgas,1,1.0
pmgrant,6,2.791759469228055
pmh,4,2.386294361119891
pmher,1,1.0
pmhi,1,1.0
pmhouston,10,3.3025850929940455
pmhyatt,1,1.0
pmi,4,2.386294361119891
pmif,3,2.0986122886681096
pmimportance,1,1.0
pmin,2,1.6931471805599454
pminterviewers,2,1.6931471805599454
pmjacki,1,1.0
pmjanuary,3,2.0986122886681096
pmkrishna,2,1.6931471805599454
pmlocation,19,3.9444389791664403
pmlondon,1,1.0
pmmime,8,3.0794415416798357
pmmonday,1,1.0
pmname,2,1.6931471805599454
pmnegotiating,1,1.0
pmno,2,1.6931471805599454
pmo,2,1.6931471805599454
pmon,2,1.6931471805599454
pmonline,1,1.0
pmonwards,1,1.0
pmor,2,1.6931471805599454
pmoutage,4,2.386294361119891
pmoverall,1,1.0
pmparticipant,5,2.6094379124341005
pmparticipants,1,1.0
pmpaulo,1,1.0
pmpg,1,1.0
pmphone,7,2.9459101490553135
pmplace,2,1.6931471805599454
pmplanning,2,1.6931471805599454
pmplease,110,5.700480365792416
pmpre,2,1.6931471805599454
pmpredicting,1,1.0
pmpresto,1,1.0
pmproposed,1,1.0
pmq,1,1.0
pmrace,2,1.6931471805599454
pmragin,1,1.0
pmraymond,3,2.0986122886681096
pmre,1,1.0
pmreceived,1,1.0
pmrequest,1,1.0
pmrequested,44,4.7841896339182615
pmrm,2,1.6931471805599454
pmroom,2,1.6931471805599454
pmrto,1,1.0
pmsame,2,1.6931471805599454
pmsaturday,1,1.0
pmseats,3,2.0986122886681096
pmsent,82,5.406719247264253
pmsession,2,1.6931471805599454
pmshirt,1,1.0
pmslot,3,2.0986122886681096
pmsmith,2,1.6931471805599454
pmsnack,1,1.0
pmsocial,1,1.0
pmstandardizing,1,1.0
pmstinson,4,2.386294361119891
pmsubject,101,5.61512051684126
pmsweet,1,1.0
pmtable,1,1.0
pmtany,1,1.0
pmtanya,5,2.6094379124341005
pmtexas,1,1.0
pmthe,1,1.0
pmthey,1,1.0
pmthis,1,1.0
pmthursday,1,1.0
pmticket,5,2.6094379124341005
pmtime,1,1.0
pmto,5264,9.568646473005153
pmtokyo,1,1.0
pmtomorrow,1,1.0
pmtw,1,1.0
pmvasant,1,1.0
pmvera,3,2.0986122886681096
pmvince,7,2.9459101490553135
pmvpsecurityimplementationediting,2,1.6931471805599454
pmwe,2,1.6931471805599454
pmwhat,1,1.0
pmyou,2,1.6931471805599454
pmzach,1,1.0
pmzimin,2,1.6931471805599454
pnance,1,1.0
pnc,2,1.6931471805599454
pneumonia,1,1.0
pnewark,2,1.6931471805599454
pnl,4,2.386294361119891
pnm,68,5.219507705176107
pnmpenny,1,1.0
pnmsink,1,1.0
pnmsteve,1,1.0
pnob,2,1.6931471805599454
pnr,31,4.433987204485146
pns,1,1.0
pnt,1,1.0
pnw,7,2.9459101490553135
po,81,5.394449154672438
poach,2,1.6931471805599454
poaching,1,1.0
pob,19,3.9444389791664403
pobox,1,1.0
poboxes,1,1.0
pobrania,1,1.0
poc,3,2.0986122886681096
pociag,3,2.0986122886681096
pocius,1,1.0
pocket,52,4.951243718581427
pocketbook,3,2.0986122886681096
pocketed,4,2.386294361119891
pocketfor,1,1.0
pocketing,2,1.6931471805599454
poconos,2,1.6931471805599454
pocz,1,1.0
poczatkowo,2,1.6931471805599454
poczatku,3,2.0986122886681096
poczta,1,1.0
pocztowe,1,1.0
pod,4,2.386294361119891
podac,3,2.0986122886681096
podczas,1,1.0
poddac,1,1.0
podeslana,2,1.6931471805599454
podjac,1,1.0
podmiotuw,1,1.0
podrozy,1,1.0
podstawyzarzadzania,1,1.0
podsumowanie,1,1.0
podurgiel,4,2.386294361119891
podzakopanem,1,1.0
podzial,1,1.0
poe,4,2.386294361119891
poellinger,5,2.6094379124341005
poemcollards,1,1.0
poemthis,1,1.0
poeple,3,2.0986122886681096
poereed,2,1.6931471805599454
poet,1,1.0
poetic,1,1.0
poetry,1,1.0
poetryguys,1,1.0
poffenroth,8,3.0794415416798357
pogesbuckssl,1,1.0
pogo,58,5.060443010546419
pogowell,1,1.0
pogue,1,1.0
pogueinc,1,1.0
pogxkuayeyl,2,1.6931471805599454
poi,63,5.143134726391533
poi78113,1,1.0
poindexter,9,3.197224577336219
poinformowac,1,1.0
point,2387,8.77779262633883
point3,1,1.0
point985853,1,1.0
point989730,2,1.6931471805599454
point989737,1,1.0
pointand,1,1.0
pointarea,1,1.0
pointbob,1,1.0
pointcapacities,1,1.0
pointcapacity,2,1.6931471805599454
pointchanging,1,1.0
pointdebra,2,1.6931471805599454
pointdevices,1,1.0
pointe,2,1.6931471805599454
pointed,79,5.3694478524670215
pointedly,2,1.6931471805599454
pointer,5,2.6094379124341005
pointfor,3,2.0986122886681096
pointforward,1,1.0
pointi,1,1.0
pointif,1,1.0
pointin,3,2.0986122886681096
pointing,26,4.258096538021482
pointingto,1,1.0
pointis,1,1.0
pointless,1,1.0
pointof,5,2.6094379124341005
pointon,1,1.0
pointout,2,1.6931471805599454
pointpersonfor,1,1.0
pointphysical,1,1.0
pointplease,2,1.6931471805599454
pointpremium,1,1.0
pointpresentation,2,1.6931471805599454
pointpresentations,1,1.0
points,1,1.0
points1,1,1.0
pointsaboutthe,1,1.0
pointsand,3,2.0986122886681096
pointsat,1,1.0
pointsfrompennzenergy,1,1.0
pointshelp,1,1.0
pointshere,1,1.0
pointshould,2,1.6931471805599454
pointsi,4,2.386294361119891
pointsimportance,1,1.0
pointsmany,1,1.0
pointsooner,1,1.0
pointspaul,2,1.6931471805599454
pointspecific,3,2.0986122886681096
pointsplease,2,1.6931471805599454
pointsregarding,2,1.6931471805599454
pointsrose,1,1.0
pointssusan,1,1.0
pointstariff,1,1.0
pointstradingtraders,1,1.0
pointstranswestern,1,1.0
pointswhich,1,1.0
pointswithin,1,1.0
pointthat,1,1.0
pointts,3,2.0986122886681096
pointtype,1,1.0
poise,1,1.0
poised,37,4.610917912644224
poisedto,1,1.0
poisition,1,1.0
poison,3,2.0986122886681096
poisoning,1,1.0
pojawil,2,1.6931471805599454
pojutrze,1,1.0
pokalsky,1,1.0
poker,2,1.6931471805599454
pokhlebkinaccount,2,1.6931471805599454
poking,2,1.6931471805599454
pokorny,2,1.6931471805599454
polach,10,3.3025850929940455
polaczenia,3,2.0986122886681096
polan,1,1.0
polance,3,2.0986122886681096
polanco,12,3.4849066497880004
poland,46,4.828641396489095
poland27,13,3.5649493574615367
poland620,1,1.0
polandand,1,1.0
polandfew,2,1.6931471805599454
polandthe,1,1.0
polarek,1,1.0
polaroid,9,3.197224577336219
pole,5,2.6094379124341005
poleward,1,1.0
poli,4,2.386294361119891
police,30,4.401197381662156
policeman,1,1.0
policiesand,1,1.0
policiesas,1,1.0
policiesderegulated,1,1.0
policieshere,2,1.6931471805599454
policieslive,1,1.0
policiesnecessary,1,1.0
policing,4,2.386294361119891
policy,786,7.666956792429207
policyattached,1,1.0
policybarry,2,1.6931471805599454
policybob,2,1.6931471805599454
policychairperson,2,1.6931471805599454
policychip,2,1.6931471805599454
policycommittee,6,2.791759469228055
policycurrently,1,1.0
policydate,1,1.0
policydescribed,1,1.0
policydevelopment,1,1.0
policyeconomic,1,1.0
policyerin,1,1.0
policyfaheem,1,1.0
policyfor,1,1.0
policyfyi,1,1.0
policyhey,2,1.6931471805599454
policyholder,1,1.0
policymakers,9,3.197224577336219
policymaking,1,1.0
policymark,1,1.0
policyno,1,1.0
policypasswords,1,1.0
policyplease,1,1.0
policypositive,1,1.0
policyrequires,1,1.0
policyrevision,1,1.0
policystaff,1,1.0
policystatements,1,1.0
policythat,1,1.0
policythe,1,1.0
policythird,1,1.0
policythursday,1,1.0
policywhat,2,1.6931471805599454
policywhich,1,1.0
policyyou,1,1.0
polisamerica,1,1.0
polish,19,3.9444389791664403
polishenergy,1,1.0
polishing,1,1.0
polishtrainees,1,1.0
polisubject,1,1.0
polite,3,2.0986122886681096
politely,7,2.9459101490553135
political,304,6.717027701406222
politicaladvisers,1,1.0
politicalexpediency,1,1.0
politicalforce,2,1.6931471805599454
politicalinfluence,1,1.0
politicalissues,1,1.0
politically,36,4.58351893845611
politicallyappointed,1,1.0
politicallydriven,1,1.0
politicalpressure,1,1.0
politicalprocesses,1,1.0
politician,53,4.9702919135521215
politicianscould,1,1.0
politicising,2,1.6931471805599454
politicized,1,1.0
politicked,1,1.0
politicking,3,2.0986122886681096
politics,44,4.7841896339182615
politicsbpa,1,1.0
politicscollapse,1,1.0
politicssaudi,2,1.6931471805599454
politicsthings,1,1.0
politis,5,2.6094379124341005
politte,2,1.6931471805599454
polityczne,1,1.0
polk,12,3.4849066497880004
poll,11,3.3978952727983707
pollacia,1,1.0
pollack,3,2.0986122886681096
pollan,3,2.0986122886681096
pollard,3,2.0986122886681096
pollatos,1,1.0
polled,15,3.70805020110221
polledby,1,1.0
pollen,1,1.0
polling,13,3.5649493574615367
pollock,3,2.0986122886681096
pollockrac,1,1.0
pollster,2,1.6931471805599454
pollutant,4,2.386294361119891
polluted,3,2.0986122886681096
polluting,1,1.0
pollution,16,3.772588722239781
pollutioncontrols,1,1.0
pollutiondark,1,1.0
pollyanna,1,1.0
polo,4,2.386294361119891
polonia,1,1.0
poloralphlauren,1,1.0
polr,1,1.0
polsce,7,2.9459101490553135
polska,13,3.5649493574615367
polskaserdecznie,1,1.0
polske,2,1.6931471805599454
polski,2,1.6931471805599454
polsku,3,2.0986122886681096
polsky,7,2.9459101490553135
polson,4,2.386294361119891
polycom,3,2.0986122886681096
polyester,9,3.197224577336219
polyheme,1,1.0
polymars,4,2.386294361119891
polymer,7,2.9459101490553135
polytechnique,1,1.0
polyvinyl,2,1.6931471805599454
pomerantz,6,2.791759469228055
pomieszal,1,1.0
pomlaw,12,3.4849066497880004
pomoc,9,3.197224577336219
pomocy,1,1.0
pomocyprzy,2,1.6931471805599454
pomogl,1,1.0
pomoglo,2,1.6931471805599454
pomylilam,1,1.0
pomysl,2,1.6931471805599454
